demo_points,sim_static_points,joint_angles
"[[248.85787963867188, 345.5127868652344], [187.56649780273438, 103.93505096435547], [293.9765930175781, -37.025482177734375], [326.3924255371094, 166.3231964111328], [315.1991271972656, 236.062255859375], [341.3713684082031, 191.06214904785156], [339.61334228515625, 202.15338134765625]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.2122523677904268, 0.2291615756544775, -0.012070394131459834, -0.3064464004110833, 0.31488675519076453, -0.28977007598077686]"
"[[246.09213256835938, 346.41998291015625], [185.44676208496094, 104.10637664794922], [293.9765930175781, -37.025482177734375], [331.3780517578125, 167.92169189453125], [320.1078796386719, 237.7581787109375], [347.0372009277344, 193.19155883789062], [345.0245056152344, 204.00083923339844]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.2124860385800047, 0.2264930097091202, -0.010553417321324284, -0.3068964814649328, 0.31998303721414284, -0.2819768120994444]"
"[[242.8878631591797, 347.27386474609375], [183.43252563476562, 104.04853820800781], [293.9765930175781, -37.025482177734375], [336.0909118652344, 169.584228515625], [324.544921875, 239.53778076171875], [353.2532958984375, 195.4506378173828], [350.2125549316406, 205.60211181640625]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.2127005338677626, 0.22409184571728155, -0.009181095478979742, -0.3072648930913074, 0.32482994262263887, -0.27435112079986906]"
"[[239.4237823486328, 348.1032409667969], [181.22463989257812, 103.9662094116211], [293.9765930175781, -37.025482177734375], [341.4941711425781, 171.2665252685547], [329.9798889160156, 241.72891235351562], [359.41229248046875, 198.2517852783203], [355.7124938964844, 208.16348266601562]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.2128964973327638, 0.2219317784037669, -0.007933903868391514, -0.3075651132179125, 0.3294408942597753, -0.2669091955442415]"
"[[235.450439453125, 348.72808837890625], [178.83729553222656, 104.12895202636719], [293.9765930175781, -37.025482177734375], [346.2389831542969, 173.27554321289062], [335.0204772949219, 244.02581787109375], [365.6604309082031, 200.8097381591797], [361.4147033691406, 210.3636474609375]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.21307463524820205, 0.21998898132075928, -0.006795017394888446, -0.3078086592419213, 0.3338290473414707, -0.25966266078013067]"
"[[235.47970581054688, 348.72479248046875], [178.8380126953125, 104.11883544921875], [293.9765930175781, -37.025482177734375], [346.222412109375, 173.28099060058594], [335.01837158203125, 244.0211181640625], [365.6611022949219, 200.80577087402344], [361.4189453125, 210.35748291015625]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.21323570163505007, 0.21824189020966914, -0.005749986457138022, -0.30800528638896835, 0.3380071857443523, -0.2526196679372291]"
"[[231.62693786621094, 349.3041687011719], [176.72959899902344, 103.97886657714844], [293.9765930175781, -37.025482177734375], [351.3716735839844, 175.34970092773438], [339.8863830566406, 246.56163024902344], [371.7535705566406, 204.15919494628906], [366.7616271972656, 213.19854736328125]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.21338048398063053, 0.21667100340365533, -0.0047864457612988315, -0.30816317203736504, 0.3419876394260296, -0.24578594505316242]"
"[[227.73263549804688, 349.865234375], [174.9534912109375, 103.75318908691406], [293.9765930175781, -37.025482177734375], [356.3438720703125, 177.62315368652344], [345.0165710449219, 249.242919921875], [377.6987609863281, 207.4429931640625], [372.0608215332031, 215.9236602783203]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.21320924126261726, 0.21565858882336178, -0.004191195906961225, -0.3077719832727349, 0.3030957072858293, -0.2475322153016097]"
"[[223.67446899414062, 350.2293701171875], [173.18020629882812, 103.7077407836914], [293.9765930175781, -37.025482177734375], [360.9676208496094, 180.1932373046875], [349.3707580566406, 252.31085205078125], [383.43878173828125, 211.42453002929688], [377.2452087402344, 219.18118286132812]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.21285198970319416, 0.21458104167224612, -0.004058873868809147, -0.3080752893962535, 0.29759368586519847, -0.25223257614746564]"
"[[218.9173126220703, 350.484619140625], [171.33811950683594, 103.66666412353516], [293.9765930175781, -37.025482177734375], [365.0818176269531, 182.8224639892578], [353.348388671875, 255.34762573242188], [388.7020263671875, 215.7484130859375], [381.8362121582031, 222.3643798828125]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.21273477719242564, 0.2137799490846146, -0.003576380438060406, -0.30767442971633446, 0.2634009709809302, -0.25378905195546436]"
"[[218.93075561523438, 350.4839782714844], [171.33995056152344, 103.66336059570312], [293.9765930175781, -37.025482177734375], [365.0807189941406, 182.8246612548828], [353.3726501464844, 255.347412109375], [388.693603515625, 215.76942443847656], [381.8381652832031, 222.37962341308594]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.21249878849399492, 0.2114261246933244, -0.001545594658822215, -0.3087767325876289, 0.24374011306532262, -0.25752336047612506]"
"[[214.7240447998047, 350.5183410644531], [169.69239807128906, 103.5447769165039], [293.9765930175781, -37.025482177734375], [369.0393981933594, 185.71734619140625], [357.0616455078125, 258.95269775390625], [393.3822326660156, 220.3536834716797], [386.0993957519531, 225.69996643066406]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.2122859325705715, 0.20932194927877004, 0.00036712117589823693, -0.3096315363074401, 0.22049038850241584, -0.26086871972960446]"
"[[210.06739807128906, 350.3108825683594], [168.43833923339844, 103.5394058227539], [293.9765930175781, -37.025482177734375], [372.3350830078125, 188.62889099121094], [360.324462890625, 262.4835205078125], [397.5619201660156, 224.7879180908203], [389.8982849121094, 229.38343811035156]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.2118515411636869, 0.20753511213335696, 0.0023266033906516534, -0.3119991142533382, 0.22342128415429915, -0.23409364325956544]"
"[[205.49346923828125, 349.8554382324219], [167.38070678710938, 103.24934387207031], [293.9765930175781, -37.025482177734375], [375.39593505859375, 191.7952117919922], [363.2225646972656, 266.4288635253906], [401.3819885253906, 229.4827423095703], [393.3951416015625, 233.22215270996094]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.21145229236463256, 0.20592993808116133, 0.004068563762195782, -0.3141756467811764, 0.22653683866097107, -0.21013241249443942]"
"[[200.64239501953125, 349.3587951660156], [166.82557678222656, 102.59366607666016], [293.9765930175781, -37.025482177734375], [377.64190673828125, 195.08444213867188], [365.87054443359375, 270.44866943359375], [404.5560607910156, 235.57228088378906], [396.3697814941406, 237.3512420654297]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.21154800129790335, 0.20438898280161025, 0.005727292902335557, -0.314620955200959, 0.20178805912656583, -0.21097897019272094]"
"[[200.6259307861328, 349.36041259765625], [166.8230438232422, 102.58911895751953], [293.9765930175781, -37.025482177734375], [377.6416320800781, 195.082763671875], [365.8734436035156, 270.4488525390625], [404.5555419921875, 235.5622100830078], [396.37286376953125, 237.35153198242188]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.21133715256378713, 0.20314917675049127, 0.012133384417172873, -0.3163201154687554, 0.18160886852542923, -0.1898807505948074]"
"[[196.17095947265625, 348.785400390625], [166.79652404785156, 101.89435577392578], [293.9765930175781, -37.025482177734375], [379.3500671386719, 198.62107849121094], [367.43719482421875, 274.7861633300781], [407.177001953125, 241.8040008544922], [398.8946838378906, 241.9444122314453]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.2109793893165655, 0.20198399590243526, 0.01311731794534258, -0.31759614546692155, 0.18344996716245188, -0.17276750393069287]"
"[[191.70863342285156, 348.05950927734375], [167.12623596191406, 101.26693725585938], [293.9765930175781, -37.025482177734375], [380.2496337890625, 202.23007202148438], [368.4547119140625, 278.9781799316406], [409.6536865234375, 246.38250732421875], [401.3984680175781, 246.1244354248047]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.21064940776279947, 0.2009432876839964, 0.014051798433243955, -0.3190372806247159, 0.18625999755991346, -0.1553629368646455]"
"[[187.2768096923828, 347.0923767089844], [167.56341552734375, 100.71466064453125], [293.9765930175781, -37.025482177734375], [380.2835388183594, 205.88743591308594], [368.9594421386719, 283.565673828125], [412.08453369140625, 249.84542846679688], [403.6947326660156, 250.38601684570312]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.21052842371487374, 0.19830162311103014, 0.0109046108214766, -0.3220401376021309, 0.16763447951078225, -0.13982693567322885]"
"[[183.16482543945312, 346.1090087890625], [167.9837646484375, 100.3085708618164], [293.9765930175781, -37.025482177734375], [379.7398681640625, 209.60755920410156], [368.0366516113281, 288.0515441894531], [413.3216552734375, 255.656982421875], [405.01678466796875, 254.75331115722656]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.21041953308481331, 0.1959243261009248, 0.008068820487334611, -0.3247443538977234, 0.15087125572163418, -0.12584442432489729]"
"[[178.9053192138672, 345.1938781738281], [168.78924560546875, 100.10883331298828], [293.9765930175781, -37.025482177734375], [378.6492614746094, 213.12945556640625], [366.5998840332031, 292.3327331542969], [413.454833984375, 263.0857238769531], [405.6607971191406, 257.3235778808594]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.2103218053613385, 0.19378236186757117, 0.00553445740904041, -0.32717142019144835, 0.13578560354088912, -0.113302426505488]"
"[[178.9048309326172, 345.1943664550781], [168.78884887695312, 100.1175537109375], [293.9765930175781, -37.025482177734375], [378.65020751953125, 213.12869262695312], [366.6150207519531, 292.3363037109375], [413.4725646972656, 263.0799255371094], [405.6734313964844, 257.32818603515625]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.2102335595004357, 0.19185648978951295, 0.003241623091979707, -0.32935891152015806, 0.12221036929093729, -0.10198959781193041]"
"[[174.9915771484375, 344.0256042480469], [169.9033660888672, 99.67150115966797], [293.9765930175781, -37.025482177734375], [376.1803283691406, 216.58299255371094], [364.898681640625, 296.9635314941406], [412.09490966796875, 274.4263000488281], [405.4350280761719, 260.6258239746094]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.21015417216151894, 0.1901237343137693, 0.0011746887045368018, -0.3313288340516017, 0.10999147953473773, -0.09179875361907561]"
"[[171.43785095214844, 342.7632751464844], [171.2156219482422, 98.83712768554688], [293.9765930175781, -37.025482177734375], [373.2452087402344, 220.16758728027344], [361.5458679199219, 301.20135498046875], [410.6499328613281, 281.4986267089844], [404.3944396972656, 264.26739501953125]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.2100803303248384, 0.18855934186848194, -0.0006529513754163524, -0.3330907347350094, 0.09912371265328716, -0.0827109452718058]"
"[[168.38699340820312, 341.4848937988281], [172.70352172851562, 98.23574829101562], [293.9765930175781, -37.025482177734375], [369.509765625, 223.6689910888672], [357.97027587890625, 305.6371765136719], [408.3497619628906, 287.6418762207031], [402.38702392578125, 268.0381164550781]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.2100168556455936, 0.18715426337561125, -0.0023171553611919093, -0.3346835322264177, 0.0892103619435032, -0.07452041965389034]"
"[[165.5487518310547, 340.2005310058594], [174.37620544433594, 97.52748107910156], [293.9765930175781, -37.025482177734375], [365.03302001953125, 227.2678985595703], [353.42657470703125, 309.9691467285156], [405.5415344238281, 293.0743713378906], [399.3927917480469, 272.099853515625]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.2099596771633608, 0.1858904771325866, -0.003820303175831972, -0.33611894795102687, 0.08028836260038949, -0.06712562436804902]"
"[[162.99932861328125, 338.70477294921875], [176.13079833984375, 96.88993072509766], [293.9765930175781, -37.025482177734375], [360.0887756347656, 230.69137573242188], [348.6534423828125, 314.1471252441406], [401.72271728515625, 298.8283996582031], [395.6576232910156, 276.43170166015625]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.20990794378752056, 0.1847485423339569, -0.0051422434217044425, -0.3374003822452711, 0.07235964010636713, -0.060585418072900105]"
"[[162.9872589111328, 338.6910705566406], [176.13800048828125, 96.89021301269531], [293.9765930175781, -37.025482177734375], [360.069580078125, 230.6977081298828], [348.6524963378906, 314.1471862792969], [401.7164306640625, 298.88397216796875], [395.6625061035156, 276.4653625488281]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.20986161159738367, 0.1837258868321167, -0.0063664919997985635, -0.3385653467585021, 0.06512260212631113, -0.05457265815259198]"
"[[160.47642517089844, 337.2996520996094], [177.94581604003906, 96.3750228881836], [293.9765930175781, -37.025482177734375], [354.701171875, 233.9766387939453], [343.0995178222656, 318.0514831542969], [397.4759826660156, 304.1903991699219], [391.4105224609375, 280.4319763183594]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.20981978209301033, 0.1828058702786041, -0.007470679269602879, -0.3396144312736195, 0.05860950983836248, -0.04914786100232804]"
"[[158.49331665039062, 335.7807312011719], [179.7613983154297, 95.78191375732422], [293.9765930175781, -37.025482177734375], [348.9356689453125, 237.366455078125], [337.021484375, 321.8746337890625], [392.6341552734375, 309.4781494140625], [386.3973693847656, 284.6300354003906]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.20978209105339043, 0.18197800801655403, -0.008465420938417942, -0.34055888245425325, 0.052747812512151646, -0.04426037712148986]"
"[[156.413330078125, 334.4397277832031], [181.5906219482422, 95.158203125], [293.9765930175781, -37.025482177734375], [343.0765075683594, 240.66943359375], [330.95513916015625, 325.6616516113281], [387.4800720214844, 314.3204345703125], [381.18218994140625, 289.169921875]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.20977351538603048, 0.1794369931457946, -0.016023727246837274, -0.34129098841295, 0.04745099788634573, -0.04097971773418601]"
"[[156.42018127441406, 334.43988037109375], [181.59414672851562, 95.14918518066406], [293.9765930175781, -37.025482177734375], [343.083251953125, 240.67027282714844], [330.9606018066406, 325.659912109375], [387.4798583984375, 314.3261413574219], [381.1841735839844, 289.1650085449219]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.2097320814681988, 0.17717658929419655, -0.02298292924431932, -0.3420050577582984, 0.04378250824239489, -0.03774172776997071]"
"[[154.8995819091797, 333.2357177734375], [183.24688720703125, 94.51348114013672], [293.9765930175781, -37.025482177734375], [337.3458251953125, 244.0970001220703], [325.1255187988281, 329.936279296875], [382.00189208984375, 319.3177490234375], [375.839111328125, 293.8978576660156]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.20970282450099798, 0.1751664679546429, -0.029411282579859036, -0.3427127865128746, 0.039404311842338155, -0.03396760131415258]"
"[[153.42617797851562, 331.8268127441406], [184.904052734375, 93.89317321777344], [293.9765930175781, -37.025482177734375], [331.7637634277344, 248.52903747558594], [319.00946044921875, 334.5669250488281], [376.67816162109375, 325.083251953125], [370.5063171386719, 298.8421325683594]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.20967649322113435, 0.17335733801624717, -0.03519680058184478, -0.3433498228656065, 0.03546393165025326, -0.030570884565897516]"
"[[151.9927978515625, 330.44915771484375], [186.61837768554688, 93.4754638671875], [293.9765930175781, -37.025482177734375], [326.87384033203125, 254.3260040283203], [313.1600646972656, 340.3183288574219], [371.7553405761719, 331.9072265625], [365.4707946777344, 304.9953308105469]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.2096527950691934, 0.17172906971782276, -0.04040376678363195, -0.34392335470749924, 0.031917589321605745, -0.027513839344762234]"
"[[150.89791870117188, 329.1112365722656], [188.08619689941406, 93.03704071044922], [293.9765930175781, -37.025482177734375], [322.57122802734375, 261.185546875], [308.6601257324219, 347.17266845703125], [367.10968017578125, 339.3184509277344], [360.73358154296875, 312.4144592285156]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.2096314667273712, 0.17026359021122645, -0.04509003636524041, -0.34443968087376065, 0.028725879347906453, -0.024762497035491004]"
"[[149.88864135742188, 328.0088806152344], [189.5347137451172, 92.52880096435547], [293.9765930175781, -37.025482177734375], [318.39617919921875, 268.7884521484375], [304.2095642089844, 354.886474609375], [362.7252502441406, 347.97564697265625], [356.3394470214844, 320.5958557128906]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.20961227120865117, 0.16894464405446985, -0.049307678988688014, -0.3449044310809544, 0.025853336436374098, -0.02228628560056094]"
"[[149.88014221191406, 328.0126037597656], [189.53382873535156, 92.52355194091797], [293.9765930175781, -37.025482177734375], [318.3804016113281, 268.78460693359375], [304.22601318359375, 354.89251708984375], [362.7325744628906, 347.9732971191406], [356.3444519042969, 320.6172790527344]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.20959499507248647, 0.16775817578390606, -0.05310373919867062, -0.34532057301274555, 0.023267999454146548, -0.020057655066601655]"
"[[149.38616943359375, 326.844970703125], [190.8770294189453, 92.01441192626953], [293.9765930175781, -37.025482177734375], [314.623046875, 276.8135070800781], [303.2047424316406, 364.2926940917969], [358.6824951171875, 356.4439392089844], [352.2799987792969, 329.2413330078125]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.20957944667366607, 0.16668987760170462, -0.0565200115387752, -0.3456968211753873, 0.020941228653238827, -0.01805191432011081]"
"[[148.75291442871094, 325.7930603027344], [192.545654296875, 91.82352447509766], [293.9765930175781, -37.025482177734375], [311.5868835449219, 285.2012939453125], [300.56683349609375, 372.58074951171875], [354.958740234375, 365.2990417480469], [348.4944763183594, 337.66217041015625]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.2095654531140774, 0.16572836252463002, -0.05959465664486933, -0.34603562559863665, 0.018847134666635092, -0.01624674741749036]"
"[[148.3489227294922, 324.9134826660156], [194.3359375, 91.57637786865234], [293.9765930175781, -37.025482177734375], [308.4980163574219, 293.320068359375], [295.9842224121094, 379.61248779296875], [351.50042724609375, 373.6669006347656], [345.2422790527344, 346.2994079589844]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.20955286208173524, 0.16486297380319803, -0.06236184832180965, -0.34634063163564777, 0.01696250949043947, -0.01462191497573054]"
"[[138.33164978027344, 311.62158203125], [181.89669799804688, 63.908138275146484], [293.9765930175781, -37.025482177734375], [339.8189697265625, 309.32373046875], [301.0501403808594, 394.8318786621094], [301.0408935546875, 399.8944396972656], [334.0123596191406, 445.0731506347656]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.20954152474721238, 0.1640841465453226, -0.064852315261553, -0.34661505365373596, 0.015266143359519807, -0.013160468450136275]"
"[[138.35147094726562, 311.6180725097656], [181.90048217773438, 63.9050407409668], [293.9765930175781, -37.025482177734375], [339.8146667480469, 309.3236999511719], [301.03717041015625, 394.83477783203125], [301.0157165527344, 399.88922119140625], [334.0123596191406, 445.0731506347656]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.20953132033436236, 0.16338322380289916, -0.06709373649935284, -0.3468619411646416, 0.01373931780534318, -0.011845484528652604]"
"[[138.33416748046875, 311.61285400390625], [184.8385467529297, 64.90995788574219], [293.9765930175781, -37.025482177734375], [342.7183837890625, 315.6728210449219], [304.14813232421875, 401.1270446777344], [304.1473083496094, 406.19903564453125], [334.0123596191406, 445.0731506347656]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.20952213926405622, 0.1627534115850736, -0.06911100910938921, -0.3470802123175036, 0.01236536515469751, -0.010660918355515227]"
"[[138.3689727783203, 311.61480712890625], [188.0012969970703, 66.009765625], [293.9765930175781, -37.025482177734375], [346.5721435546875, 322.0977478027344], [306.897216796875, 406.7955627441406], [306.90924072265625, 412.026611328125], [337.4090576171875, 451.52978515625]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.20951387630675278, 0.1621865824708856, -0.07092655445842193, -0.3472766490721038, 0.01112880983422286, -0.009594810555017885]"
"[[138.3316650390625, 311.6134338378906], [190.9743194580078, 67.17892456054688], [293.9765930175781, -37.025482177734375], [350.05206298828125, 327.9372253417969], [309.46575927734375, 412.431884765625], [309.38067626953125, 417.6400146484375], [341.08880615234375, 457.7919616699219]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.20950643965451243, 0.16167639412336793, -0.07256054527255139, -0.3474536055156306, 0.010015913257926888, -0.008635316262996932]"
"[[138.36846923828125, 311.61492919921875], [193.4501190185547, 68.34292602539062], [293.9765930175781, -37.025482177734375], [353.9217224121094, 333.2278137207031], [311.75592041015625, 417.4773864746094], [311.7056579589844, 422.5277404785156], [342.61187744140625, 462.9491271972656]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.2094997466767132, 0.16121716739707304, -0.0740311370052679, -0.34761308808359104, 0.009014309506196482, -0.007771774089546382]"
"[[138.33058166503906, 311.613525390625], [193.44119262695312, 68.3358383178711], [293.9765930175781, -37.025482177734375], [353.9150085449219, 333.224365234375], [311.756103515625, 417.4776306152344], [311.7058410644531, 422.5290222167969], [342.61187744140625, 462.9491271972656]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.2094937229963494, 0.16080391856221615, -0.07535466956471275, -0.34775640838191696, 0.008112866018902862, -0.006994586040364445]"
"[[138.36741638183594, 311.6154479980469], [195.96395874023438, 69.47907257080078], [293.9765930175781, -37.025482177734375], [357.84375, 337.9208984375], [313.9974670410156, 421.480712890625], [313.9370422363281, 426.46966552734375], [344.1042175292969, 467.15399169921875]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.20774297243238404, 0.16043204576380177, -0.07654584886821313, -0.34788519839938176, 0.007301567008756271, -0.0062951169059115315]"
"[[138.3271026611328, 311.5900573730469], [198.1320037841797, 70.59931945800781], [293.9765930175781, -37.025482177734375], [361.4178466796875, 341.2605895996094], [316.57940673828125, 424.7470703125], [316.4043884277344, 429.69366455078125], [344.3021545410156, 470.9523620605469]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.20616729693407929, 0.16009726466016647, -0.07761791024136346, -0.3480014799043971, 0.006571401073395353, -0.005665597378905015]"
"[[138.36160278320312, 311.61474609375], [199.83847045898438, 71.39422607421875], [293.9765930175781, -37.025482177734375], [365.4823303222656, 344.0145568847656], [319.48419189453125, 427.66162109375], [319.3728942871094, 432.58648681640625], [344.9208984375, 473.9237365722656]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.20474918898657965, 0.15979599473342534, -0.07858276547719875, -0.34810600510875056, 0.005914252068576073, -0.005099030091055114]"
"[[138.3268585205078, 311.61126708984375], [201.4024200439453, 72.35708618164062], [293.9765930175781, -37.025482177734375], [369.23358154296875, 345.9109191894531], [321.954345703125, 429.70843505859375], [321.7428894042969, 434.5285339355469], [345.4974670410156, 475.54180908203125]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.20347289183499764, 0.15952488239265164, -0.07945113518945053, -0.34819995922951263, 0.005322818366546288, -0.0045891198737734095]"
